run_id,source_domain_seed,bellman_noise_seed,bias_level,noise_level,bellman_noise_level,method,target_performance,normalized_performance,oracle_performance,policy_error_rate,map_name,discount,stepsize,sync_period,iterations,source_domain_base_seed,bellman_noise_base_seed,aggregation_noise_seed,evaluation_type,target_domain,source_randomness,noise_location,source_index,perturb_epsilon,empirical_gamma_l1,mean_local_l1_radius,similarity_weight
9,2035,3009,0.0,0.0,0.0,Maximum-based,0.3947018678240808,0.951913764763873,0.4146403617999878,0.15625,8x8,0.99,0.5,5,500,2026,3000,-1,exact,fixed,perturbation_seed,bellman_backup_only,,,,,
9,2035,3009,0.0,0.0,0.0,Similarity-aware,0.37224929828581166,0.8977642617082595,0.4146403617999878,0.3125,8x8,0.99,0.5,5,500,2026,3000,-1,exact,fixed,perturbation_seed,bellman_backup_only,,,,,
9,2035,3009,0.002,0.002,0.002,Maximum-based,0.39839693974128887,0.9608252752139591,0.4146403617999878,0.265625,8x8,0.99,0.5,5,500,2026,3000,-1,exact,fixed,perturbation_seed,bellman_backup_only,,,,,
9,2035,3009,0.002,0.002,0.002,Similarity-aware,0.35987205051433147,0.8679136998436365,0.4146403617999878,0.453125,8x8,0.99,0.5,5,500,2026,3000,-1,exact,fixed,perturbation_seed,bellman_backup_only,,,,,
9,2035,3009,0.004,0.004,0.004,Maximum-based,0.3981005700006535,0.9601105118480658,0.4146403617999878,0.296875,8x8,0.99,0.5,5,500,2026,3000,-1,exact,fixed,perturbation_seed,bellman_backup_only,,,,,
9,2035,3009,0.004,0.004,0.004,Similarity-aware,0.35987205051433147,0.8679136998436365,0.4146403617999878,0.484375,8x8,0.99,0.5,5,500,2026,3000,-1,exact,fixed,perturbation_seed,bellman_backup_only,,,,,
9,2035,3009,0.006,0.006,0.006,Maximum-based,0.38305515153785147,0.9238250465414839,0.4146403617999878,0.328125,8x8,0.99,0.5,5,500,2026,3000,-1,exact,fixed,perturbation_seed,bellman_backup_only,,,,,
9,2035,3009,0.006,0.006,0.006,Similarity-aware,0.27064876199340826,0.652731347277674,0.4146403617999878,0.515625,8x8,0.99,0.5,5,500,2026,3000,-1,exact,fixed,perturbation_seed,bellman_backup_only,,,,,
9,2035,3009,0.008,0.008,0.008,Maximum-based,0.34194991399724894,0.8246903714650844,0.4146403617999878,0.40625,8x8,0.99,0.5,5,500,2026,3000,-1,exact,fixed,perturbation_seed,bellman_backup_only,,,,,
9,2035,3009,0.008,0.008,0.008,Similarity-aware,0.22148374257433331,0.5341586661097203,0.4146403617999878,0.53125,8x8,0.99,0.5,5,500,2026,3000,-1,exact,fixed,perturbation_seed,bellman_backup_only,,,,,
9,2035,3009,-1.0,-1.0,-1.0,metadata,,,,,8x8,0.99,0.5,5,500,2026,3000,-1,exact,fixed,perturbation_seed,bellman_backup_only,0.0,0.01,0.02335193071259517,0.009216910897870526,0.4058961704389859
9,2035,3009,-1.0,-1.0,-1.0,metadata,,,,,8x8,0.99,0.5,5,500,2026,3000,-1,exact,fixed,perturbation_seed,bellman_backup_only,1.0,0.015,0.03431631736508489,0.01470740401416642,0.2762122995783272
9,2035,3009,-1.0,-1.0,-1.0,metadata,,,,,8x8,0.99,0.5,5,500,2026,3000,-1,exact,fixed,perturbation_seed,bellman_backup_only,2.0,0.02,0.05002420197620644,0.019790913577492516,0.18948179658080755
9,2035,3009,-1.0,-1.0,-1.0,metadata,,,,,8x8,0.99,0.5,5,500,2026,3000,-1,exact,fixed,perturbation_seed,bellman_backup_only,3.0,0.03,0.07381634151805844,0.02907148524257466,0.12840973340187928
