run_id,source_domain_seed,iteration,method,target_performance,normalized_performance,policy_error_rate,oracle_performance,map_name,discount,evaluation_discount,stepsize,sync_period,aggregation,evaluation_type,target_domain,source_randomness,uncertainty_distance,robust_backup_type,source_index,perturb_epsilon,empirical_gamma_l1,mean_local_l1_radius,uniform_weight,similarity_weight
0,2026,135,Non-robust DR,0.35529530867489256,0.8568758408673157,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,140,Non-robust DR,0.35529530867489256,0.8568758408673157,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,145,Non-robust DR,0.35529530867489245,0.8568758408673154,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,150,Non-robust DR,0.35529530867489245,0.8568758408673154,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,155,Non-robust DR,0.35529530867489245,0.8568758408673154,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,160,Non-robust DR,0.35529530867489273,0.856875840867316,0.171875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,165,Non-robust DR,0.35529530867489273,0.856875840867316,0.171875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,170,Non-robust DR,0.35529530867489273,0.856875840867316,0.171875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,175,Non-robust DR,0.35529530867489273,0.856875840867316,0.171875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,180,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,185,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,190,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,195,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,200,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,205,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,210,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,215,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,220,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,225,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,230,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,235,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,240,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,245,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,250,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,255,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,260,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,265,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,270,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,275,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,280,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,285,Non-robust DR,0.3552953086748926,0.8568758408673158,0.1875,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,290,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,295,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,300,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,305,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,310,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,315,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,320,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,325,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,330,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,335,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,340,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,345,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,350,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,355,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,360,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,365,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,370,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,375,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,380,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,385,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,390,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,395,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,400,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,405,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,410,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,415,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,420,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
0,2026,425,Non-robust DR,0.35466268130110895,0.8553501153662156,0.203125,0.4146403617999878,8x8,0.98,0.99,0.4,1,uniform_model_mixture,exact,fixed,perturbation_seed,none,nominal_mixture_bellman,,,,,,
