seed,iteration,method,noise_level,signed_selection_bias,positive_selection_bias,selection_bias_inf_norm,num_noise_trajectories,selection_bias_definition,aggregation_is_written_back,actual_source_gammas,similarity_weights,penalty_type,p_norm,robust_q,sync_period,stepsize
0,105,Maximum-based,1.0,0.048399668171523795,0.048399668171523795,0.061417010772827574,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,110,Maximum-based,1.0,0.04821292145907577,0.04821292145907577,0.06313638277497624,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,115,Maximum-based,1.0,0.048197123120508216,0.048197123120508216,0.06346812971152982,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,120,Maximum-based,1.0,0.04754830524741197,0.04754830524741197,0.06374874706081624,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,125,Maximum-based,1.0,0.047870533660277825,0.047870533660277825,0.06583297529972043,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,130,Maximum-based,1.0,0.04805855155168824,0.04805855155168824,0.06156735010625258,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,135,Maximum-based,1.0,0.0473179279890267,0.0473179279890267,0.06923128779762866,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,140,Maximum-based,1.0,0.04749450722961855,0.04749450722961855,0.06033897581516445,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,145,Maximum-based,1.0,0.047802751858654825,0.047802751858654825,0.06001779603757651,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,150,Maximum-based,1.0,0.04793458042499672,0.04793458042499672,0.06546257454563431,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,155,Maximum-based,1.0,0.047639152462556095,0.047639152462556095,0.06312969473954588,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,160,Maximum-based,1.0,0.047601110827903144,0.047601110827903144,0.05868458147844002,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,165,Maximum-based,1.0,0.047809915561697565,0.047809915561697565,0.0617763091900736,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,170,Maximum-based,1.0,0.048062210221777216,0.048062210221777216,0.06227468362693234,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,175,Maximum-based,1.0,0.04817795084126044,0.04817795084126044,0.06232520918344964,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,180,Maximum-based,1.0,0.04748063943680277,0.04748063943680277,0.06244980750161222,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,185,Maximum-based,1.0,0.04825526492668424,0.04825526492668424,0.06435166214766319,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,190,Maximum-based,1.0,0.04835554790759542,0.04835554790759542,0.060470056364844815,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,195,Maximum-based,1.0,0.047981070233698936,0.047981070233698936,0.06161308161769341,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,200,Maximum-based,1.0,0.04783333843334044,0.04783333843334044,0.06356787651904217,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,205,Maximum-based,1.0,0.048085711562628274,0.048085711562628274,0.06337375056402283,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,210,Maximum-based,1.0,0.04836621613073772,0.04836621613073772,0.06451890164280094,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,215,Maximum-based,1.0,0.04860025749785779,0.04860025749785779,0.05965853644156116,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,220,Maximum-based,1.0,0.04748824145035337,0.04748824145035337,0.06485608943685861,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,225,Maximum-based,1.0,0.047626516867929715,0.047626516867929715,0.062055491157380516,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,230,Maximum-based,1.0,0.047912752496268765,0.047912752496268765,0.06077803272394178,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,235,Maximum-based,1.0,0.04773863133086926,0.04773863133086926,0.06426739701868023,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,240,Maximum-based,1.0,0.04873635219092949,0.04873635219092949,0.06299903241656057,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,245,Maximum-based,1.0,0.04821297816914948,0.04821297816914948,0.0660645803183062,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,250,Maximum-based,1.0,0.04772866607983792,0.04772866607983792,0.06307020516868711,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,255,Maximum-based,1.0,0.048057693920758225,0.048057693920758225,0.06731453574400703,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,260,Maximum-based,1.0,0.04728562873076158,0.04728562873076158,0.06015372466267088,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,265,Maximum-based,1.0,0.048492197033563014,0.048492197033563014,0.06110796125296325,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,270,Maximum-based,1.0,0.048695648679880126,0.048695648679880126,0.06651662848925177,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,275,Maximum-based,1.0,0.04747133745891334,0.04747133745891334,0.059909490580210445,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,280,Maximum-based,1.0,0.04694013603098357,0.04694013603098357,0.05971062407641803,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,285,Maximum-based,1.0,0.04797869474555276,0.04797869474555276,0.06538373753950211,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,290,Maximum-based,1.0,0.048086133618675544,0.048086133618675544,0.06992288763261101,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,295,Maximum-based,1.0,0.04847049801830077,0.04847049801830077,0.06138282910363202,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,300,Maximum-based,1.0,0.04816536388097505,0.04816536388097505,0.0650257905019167,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,305,Maximum-based,1.0,0.048619835634984614,0.048619835634984614,0.06255821252724125,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,310,Maximum-based,1.0,0.04862516836907993,0.04862516836907993,0.06284875173524718,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,315,Maximum-based,1.0,0.04809712703408571,0.04809712703408571,0.06306602819515383,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,320,Maximum-based,1.0,0.04808808954377629,0.04808808954377629,0.06533969788844729,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,325,Maximum-based,1.0,0.04804110253618485,0.04804110253618485,0.06224873115619545,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,330,Maximum-based,1.0,0.04801179371615157,0.04801179371615157,0.06176763148397946,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,335,Maximum-based,1.0,0.048536191971268794,0.048536191971268794,0.061661504157060065,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,340,Maximum-based,1.0,0.04753522971496634,0.04753522971496634,0.061952796478149,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,345,Maximum-based,1.0,0.04804525468616182,0.04804525468616182,0.06021965166300269,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,350,Maximum-based,1.0,0.04778020443206962,0.04778020443206962,0.0602820370066226,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,355,Maximum-based,1.0,0.04826609045767092,0.04826609045767092,0.06215864735568388,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,360,Maximum-based,1.0,0.04738155856748531,0.04738155856748531,0.062187546585885656,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,365,Maximum-based,1.0,0.04772674427393057,0.04772674427393057,0.06061519075913857,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,370,Maximum-based,1.0,0.047216637129689897,0.047216637129689897,0.06141933770136454,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,375,Maximum-based,1.0,0.0481583869451238,0.0481583869451238,0.0626388312371784,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,380,Maximum-based,1.0,0.047673305098604964,0.047673305098604964,0.06151715816200465,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,385,Maximum-based,1.0,0.04810259412763475,0.04810259412763475,0.06482397332661805,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,390,Maximum-based,1.0,0.047546672886864094,0.047546672886864094,0.06387523268261219,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,395,Maximum-based,1.0,0.048182601340621495,0.048182601340621495,0.06395201648677507,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,400,Maximum-based,1.0,0.048183943103108896,0.048183943103108896,0.06173848037362539,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
0,5,Similarity-aware,1.0,2.399700808434583e-18,1.2894777838094266e-17,1.3877787807814457e-16,60,E[Agg(Q_xi)] - Agg(E[Q_xi]),True,"[0.1000000000000001, 0.20000000000000004, 0.30000000000000004, 0.4]","[0.4799984800104797, 0.24000043999544013, 0.1600005599965601, 0.12000051999752008]",state_action_local,1,inf,5,0.05
